timestamp,user_id,video_id,interaction_type,is_recommended,session_id
2025-09-26T06:36:22.894Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:22.895Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:22.897Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:22.894Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:22.895Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:22.896Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:41.252Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,click,false,session_1758868561960_026701usw
2025-09-26T06:36:41.277Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,select,false,session_1758868561960_026701usw
2025-09-26T06:36:41.322Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:41.322Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:41.323Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:41.323Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:42.951Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,click,false,session_1758868561960_026701usw
2025-09-26T06:36:42.981Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,deselect,false,session_1758868561960_026701usw
2025-09-26T06:36:43.142Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:43.142Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:43.143Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:43.143Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:45.634Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,click,false,session_1758868561960_026701usw
2025-09-26T06:36:45.654Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,select,false,session_1758868561960_026701usw
2025-09-26T06:36:45.693Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:45.693Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:45.695Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:45.694Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:46.597Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,click,false,session_1758868561960_026701usw
2025-09-26T06:36:46.616Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,deselect,false,session_1758868561960_026701usw
2025-09-26T06:36:46.649Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:46.649Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:46.650Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:46.650Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:37:10.796Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,click,false,session_1758868561960_026701usw
2025-09-26T06:37:10.817Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,select,false,session_1758868561960_026701usw
2025-09-26T06:37:10.844Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:37:10.845Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:37:10.846Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:37:10.846Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:37:11.275Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,click,false,session_1758868561960_026701usw
2025-09-26T06:37:11.355Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,deselect,false,session_1758868561960_026701usw
2025-09-26T06:37:11.435Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:37:11.435Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:37:11.436Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:37:11.436Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:37:12.186Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,click,false,session_1758868561960_026701usw
2025-09-26T06:37:12.206Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,select,false,session_1758868561960_026701usw
2025-09-26T06:37:12.236Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:37:12.238Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:37:12.237Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:37:12.237Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:22.894Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:22.894Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:22.895Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:22.895Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:22.896Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:22.897Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:22.897Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:22.898Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:41.252Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,click,false,session_1758868561960_026701usw
2025-09-26T06:36:41.277Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,select,false,session_1758868561960_026701usw
2025-09-26T06:36:41.322Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:41.322Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:41.323Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:41.323Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:42.951Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,click,false,session_1758868561960_026701usw
2025-09-26T06:36:42.981Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,deselect,false,session_1758868561960_026701usw
2025-09-26T06:36:43.142Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:43.142Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:43.143Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:43.143Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:45.634Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,click,false,session_1758868561960_026701usw
2025-09-26T06:36:45.654Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,select,false,session_1758868561960_026701usw
2025-09-26T06:36:45.693Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:45.693Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:45.694Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:45.695Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,view,false,session_1758868561960_026701usw
2025-09-26T06:36:46.597Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,click,false,session_1758868561960_026701usw
2025-09-26T06:36:46.616Z,ae9b8a00-7b3f-4722-93fa-df747c1ab8a6,,deselect,false,session_1758868561960_026701usw
